Country Macro,Country,Datos Region,Year,SCALE,Employed persons,Population,FiscalBalance_pctGDP,Debt_pctGDP,Savings_pctGDP,GDP_real_growth,CapitalFormation_pctGDP,Market Shipments
"Croatia, Republic of",Croatia,CEE,2030,Units,1791000.0,3846000.0,-2.48,59.352,23.411,2.5,24.074,100.0
"Croatia, Republic of",Croatia,CEE,2030,Millions,1791000.0,3845000.0,-2.48,59.352,23.411,2.5,24.074,270.0
"Croatia, Republic of",Croatia,CEE,2030,Millions,1791000.0,3845000.0,-2.48,59.352,23.411,2.5,24.074,100.0
Czech Republic,Czech Republic,CEE,2022,Units,4985000.0,10828000.0,-3.069,42.52,26.348,2.847,31.033,218.0
Czech Republic,Czech Republic,CEE,2022,Units,4985000.0,10828000.0,-3.069,42.52,26.348,2.847,31.033,272.0
Czech Republic,Czech Republic,CEE,2022,Millions,4985000.0,10828000.0,-3.402,42.371,27.228,1.4475,29.626,218.0
Czech Republic,Czech Republic,CEE,2022,Millions,4985000.0,10828000.0,-3.402,42.371,27.228,1.4475,29.626,272.0
Czech Republic,Czech Republic,CEE,2023,Units,5023000.0,10839500.0,-3.735,42.222,28.108,0.048,28.219,240.0
Czech Republic,Czech Republic,CEE,2023,Units,5023000.0,10839500.0,-3.735,42.222,28.108,0.048,28.219,290.0
Czech Republic,Czech Republic,CEE,2023,Millions,5061000.0,10851000.0,-2.8645,42.781000000000006,28.078,0.6405000000000001,27.261499999999998,240.0
Czech Republic,Czech Republic,CEE,2023,Millions,5061000.0,10851000.0,-2.8645,42.781000000000006,28.078,0.6405000000000001,27.261499999999998,290.0
Czech Republic,Czech Republic,CEE,2024,Units,5126500.0,10893000.0,-1.994,43.34,28.048,1.233,26.304,239.0
Czech Republic,Czech Republic,CEE,2024,Units,5126500.0,10893000.0,-1.994,43.34,28.048,1.233,26.304,258.0
Czech Republic,Czech Republic,CEE,2024,Millions,5192000.0,10935000.0,-2.076,43.6695,27.158,1.7655,26.000999999999998,239.0
Czech Republic,Czech Republic,CEE,2024,Millions,5192000.0,10935000.0,-2.076,43.6695,27.158,1.7655,26.000999999999998,258.0
Czech Republic,Czech Republic,CEE,2025,Units,5206500.0,10919500.0,-2.158,43.999,26.268,2.298,25.698,467.0
Czech Republic,Czech Republic,CEE,2025,Units,5206500.0,10919500.0,-2.158,43.999,26.268,2.298,25.698,133.0
Czech Republic,Czech Republic,CEE,2025,Millions,5221000.0,10904000.0,-2.3585000000000003,44.832,25.9565,2.1550000000000002,25.4755,467.0
Czech Republic,Czech Republic,CEE,2025,Millions,5221000.0,10904000.0,-2.3585000000000003,44.832,25.9565,2.1550000000000002,25.4755,133.0
Czech Republic,Czech Republic,CEE,2026,Units,5227500.0,10887500.0,-2.559,45.665,25.645,2.012,25.253,525.0
Czech Republic,Czech Republic,CEE,2026,Units,5227500.0,10887500.0,-2.559,45.665,25.645,2.012,25.253,85.0
Czech Republic,Czech Republic,CEE,2026,Millions,5234000.0,10871000.0,-2.6145,46.1435,25.549999999999997,2.0065,25.21,525.0
Czech Republic,Czech Republic,CEE,2026,Millions,5234000.0,10871000.0,-2.6145,46.1435,25.549999999999997,2.0065,25.21,85.0
Czech Republic,Czech Republic,CEE,2027,Units,5234000.0,10854000.0,-2.67,46.622,25.455,2.001,25.167,85.0
Czech Republic,Czech Republic,CEE,2027,Units,5234000.0,10854000.0,-2.67,46.622,25.455,2.001,25.167,525.0
Czech Republic,Czech Republic,CEE,2027,Millions,5234000.0,10837000.0,-2.868,47.437,25.4705,1.999,25.217,85.0
Czech Republic,Czech Republic,CEE,2027,Millions,5234000.0,10837000.0,-2.868,47.437,25.4705,1.999,25.217,525.0
Czech Republic,Czech Republic,CEE,2028,Units,5234000.0,10819500.0,-3.066,48.252,25.486,1.997,25.267,525.0
Czech Republic,Czech Republic,CEE,2028,Units,5234000.0,10819500.0,-3.066,48.252,25.486,1.997,25.267,95.0
Czech Republic,Czech Republic,CEE,2028,Millions,5234000.0,10802000.0,-3.282,49.2445,25.514000000000003,1.9975,25.352,525.0
Czech Republic,Czech Republic,CEE,2028,Millions,5234000.0,10802000.0,-3.282,49.2445,25.514000000000003,1.9975,25.352,95.0
Czech Republic,Czech Republic,CEE,2029,Units,5234000.0,10786000.0,-3.498,50.237,25.542,1.998,25.437,535.0
Czech Republic,Czech Republic,CEE,2029,Units,5234000.0,10786000.0,-3.498,50.237,25.542,1.998,25.437,95.0
Czech Republic,Czech Republic,CEE,2029,Millions,5234000.0,10770000.0,-3.6555,51.3475,25.57,2.007,25.5195,535.0
Czech Republic,Czech Republic,CEE,2029,Millions,5234000.0,10770000.0,-3.6555,51.3475,25.57,2.007,25.5195,95.0
Czech Republic,Czech Republic,CEE,2030,Units,5234000.0,10754000.0,-3.813,52.458,25.598,2.016,25.602,95.0
Czech Republic,Czech Republic,CEE,2030,Units,5234000.0,10754000.0,-3.813,52.458,25.598,2.016,25.602,535.0
Czech Republic,Czech Republic,CEE,2030,Millions,5234000.0,10738000.0,-3.813,52.458,25.598,2.016,25.602,95.0
Czech Republic,Czech Republic,CEE,2030,Millions,5234000.0,10738000.0,-3.813,52.458,25.598,2.016,25.602,535.0
Denmark,Denmark,WE,2022,Units,3161000.0,5873000.0,3.389,34.233,35.94,0.444,24.777,35.0
Denmark,Denmark,WE,2022,Units,3161000.0,5873000.0,3.389,34.233,35.94,0.444,24.777,47.0
Denmark,Denmark,WE,2022,Millions,3161000.0,5873000.0,3.4095,34.012,35.295,0.5255,24.211,35.0
Denmark,Denmark,WE,2022,Millions,3161000.0,5873000.0,3.4095,34.012,35.295,0.5255,24.211,47.0
Denmark,Denmark,WE,2023,Units,3178500.0,5903000.0,3.43,33.791,34.65,0.607,23.645,25.0
Denmark,Denmark,WE,2023,Units,3178500.0,5903000.0,3.43,33.791,34.65,0.607,23.645,26.0
Denmark,Denmark,WE,2023,Millions,3196000.0,5933000.0,3.9444999999999997,32.622,35.025,2.043,23.426000000000002,25.0
Denmark,Denmark,WE,2023,Millions,3196000.0,5933000.0,3.9444999999999997,32.622,35.025,2.043,23.426000000000002,26.0
Denmark,Denmark,WE,2024,Units,3207000.0,5947000.0,4.459,31.453,35.4,3.479,23.207,0.0
Denmark,Denmark,WE,2024,Units,3207000.0,5947000.0,4.459,31.453,35.4,3.479,23.207,24.0
Denmark,Denmark,WE,2024,Millions,3218000.0,5961000.0,3.1294999999999997,30.541,34.8335,2.6595,22.619500000000002,0.0
Denmark,Denmark,WE,2024,Millions,3218000.0,5961000.0,3.1294999999999997,30.541,34.8335,2.6595,22.619500000000002,24.0
Denmark,Denmark,WE,2025,Units,3227000.0,5981500.0,1.8,29.629,34.267,1.84,22.032,11.0
Denmark,Denmark,WE,2025,Units,3227000.0,5981500.0,1.8,29.629,34.267,1.84,22.032,44.0
Denmark,Denmark,WE,2025,Millions,3236000.0,6002000.0,1.084,29.3705,34.2705,2.0225,22.322499999999998,11.0
Denmark,Denmark,WE,2025,Millions,3236000.0,6002000.0,1.084,29.3705,34.2705,2.0225,22.322499999999998,44.0
Denmark,Denmark,WE,2026,Units,3243500.0,6024000.0,0.368,29.112,34.274,2.205,22.613,30.0
Denmark,Denmark,WE,2026,Units,3243500.0,6024000.0,0.368,29.112,34.274,2.205,22.613,25.0
Denmark,Denmark,WE,2026,Millions,3251000.0,6046000.0,0.1315,29.162999999999997,34.2365,1.9224999999999999,22.705,30.0
Denmark,Denmark,WE,2026,Millions,3251000.0,6046000.0,0.1315,29.162999999999997,34.2365,1.9224999999999999,22.705,25.0
Denmark,Denmark,WE,2027,Units,3251000.0,6069500.0,-0.105,29.214,34.199,1.64,22.797,20.0
Denmark,Denmark,WE,2027,Units,3251000.0,6069500.0,-0.105,29.214,34.199,1.64,22.797,30.0
Denmark,Denmark,WE,2027,Millions,3251000.0,6093000.0,-0.1465,29.325499999999998,34.1575,1.5899999999999999,22.8245,20.0
Denmark,Denmark,WE,2027,Millions,3251000.0,6093000.0,-0.1465,29.325499999999998,34.1575,1.5899999999999999,22.8245,30.0
Denmark,Denmark,WE,2028,Units,3251000.0,6121500.0,-0.188,29.437,34.116,1.54,22.852,20.0
Denmark,Denmark,WE,2028,Units,3251000.0,6121500.0,-0.188,29.437,34.116,1.54,22.852,30.0
Denmark,Denmark,WE,2028,Millions,3251000.0,6150000.0,-0.3135,29.6675,34.091499999999996,1.54,22.8475,20.0
Denmark,Denmark,WE,2028,Millions,3251000.0,6150000.0,-0.3135,29.6675,34.091499999999996,1.54,22.8475,30.0
Denmark,Denmark,WE,2029,Units,3251000.0,6167000.0,-0.439,29.898,34.067,1.54,22.843,10.0
Denmark,Denmark,WE,2029,Units,3251000.0,6167000.0,-0.439,29.898,34.067,1.54,22.843,35.0
Denmark,Denmark,WE,2029,Millions,3251000.0,6184000.0,-0.492,30.154,34.049499999999995,1.54,22.841,10.0
Denmark,Denmark,WE,2029,Millions,3251000.0,6184000.0,-0.492,30.154,34.049499999999995,1.54,22.841,35.0
Denmark,Denmark,WE,2030,Units,3251000.0,6205500.0,-0.545,30.41,34.032,1.54,22.839,10.0
Denmark,Denmark,WE,2030,Units,3251000.0,6205500.0,-0.545,30.41,34.032,1.54,22.839,35.0
Denmark,Denmark,WE,2030,Millions,3251000.0,6227000.0,-0.545,30.41,34.032,1.54,22.839,10.0
Denmark,Denmark,WE,2030,Millions,3251000.0,6227000.0,-0.545,30.41,34.032,1.54,22.839,35.0
Dominican Republic,Dominican Republic,LAC,2022,Units,,10622000.0,-3.249,59.578,24.916,5.238,30.671,
Dominican Republic,Dominican Republic,LAC,2022,Millions,,10622000.0,-3.2645,60.0445,24.5365,3.7150000000000003,29.243000000000002,
Dominican Republic,Dominican Republic,LAC,2023,Units,,10665500.0,-3.28,60.511,24.157,2.192,27.815,
Dominican Republic,Dominican Republic,LAC,2023,Millions,,10709000.0,-3.1835,59.6515,23.9055,3.572,27.4065,
Dominican Republic,Dominican Republic,LAC,2024,Units,,10753000.0,-3.087,58.792,23.654,4.952,26.998,
Dominican Republic,Dominican Republic,LAC,2024,Millions,,10797000.0,-3.2505,59.374,24.124499999999998,3.957,27.043,
Dominican Republic,Dominican Republic,LAC,2025,Units,,10841000.0,-3.414,59.956,24.595,2.962,27.088,162.0
Dominican Republic,Dominican Republic,LAC,2025,Units,,10841000.0,-3.414,59.956,24.595,2.962,27.088,228.0
Dominican Republic,Dominican Republic,LAC,2025,Millions,,10885000.0,-3.3185000000000002,59.4365,24.579,3.748,27.055,162.0
Dominican Republic,Dominican Republic,LAC,2025,Millions,,10885000.0,-3.3185000000000002,59.4365,24.579,3.748,27.055,228.0
Dominican Republic,Dominican Republic,LAC,2026,Units,,10930000.0,-3.223,58.917,24.563,4.534,27.022,125.0
Dominican Republic,Dominican Republic,LAC,2026,Units,,10930000.0,-3.223,58.917,24.563,4.534,27.022,295.0
Dominican Republic,Dominican Republic,LAC,2026,Millions,,10975000.0,-3.096,58.082499999999996,24.514,4.7219999999999995,27.0225,125.0
Dominican Republic,Dominican Republic,LAC,2026,Millions,,10975000.0,-3.096,58.082499999999996,24.514,4.7219999999999995,27.0225,295.0
Dominican Republic,Dominican Republic,LAC,2027,Units,,11020000.0,-2.969,57.248,24.465,4.91,27.023,100.0
Dominican Republic,Dominican Republic,LAC,2027,Units,,11020000.0,-2.969,57.248,24.465,4.91,27.023,340.0
Dominican Republic,Dominican Republic,LAC,2027,Millions,,11065000.0,-2.8025,56.4495,24.43,4.965,27.0295,100.0
Dominican Republic,Dominican Republic,LAC,2027,Millions,,11065000.0,-2.8025,56.4495,24.43,4.965,27.0295,340.0
Dominican Republic,Dominican Republic,LAC,2028,Units,,11110000.0,-2.636,55.651,24.395,5.02,27.036,100.0
Dominican Republic,Dominican Republic,LAC,2028,Units,,11110000.0,-2.636,55.651,24.395,5.02,27.036,370.0
Dominican Republic,Dominican Republic,LAC,2028,Millions,,11155000.0,-2.4685,54.776,24.451,5.0,27.0535,100.0
Dominican Republic,Dominican Republic,LAC,2028,Millions,,11155000.0,-2.4685,54.776,24.451,5.0,27.0535,370.0
Dominican Republic,Dominican Republic,LAC,2029,Units,,11201000.0,-2.301,53.901,24.507,4.98,27.071,75.0
Dominican Republic,Dominican Republic,LAC,2029,Units,,11201000.0,-2.301,53.901,24.507,4.98,27.071,425.0
Dominican Republic,Dominican Republic,LAC,2029,Millions,,11247000.0,-2.129,52.941500000000005,24.425,4.9795,26.948500000000003,75.0
Dominican Republic,Dominican Republic,LAC,2029,Millions,,11247000.0,-2.129,52.941500000000005,24.425,4.9795,26.948500000000003,425.0
Dominican Republic,Dominican Republic,LAC,2030,Units,,11293000.0,-1.957,51.982,24.343,4.979,26.826,75.0
Dominican Republic,Dominican Republic,LAC,2030,Units,,11293000.0,-1.957,51.982,24.343,4.979,26.826,455.0
Dominican Republic,Dominican Republic,LAC,2030,Millions,,11339000.0,-1.957,51.982,24.343,4.979,26.826,75.0
Dominican Republic,Dominican Republic,LAC,2030,Millions,,11339000.0,-1.957,51.982,24.343,4.979,26.826,455.0
Ecuador,Ecuador,LAC,2022,Units,,17715000.0,0.044,57.203,24.343,5.868,22.406,120.0
Ecuador,Ecuador,LAC,2022,Units,,17715000.0,0.044,57.203,24.343,5.868,22.406,220.0
Ecuador,Ecuador,LAC,2022,Millions,,17715000.0,-1.7185,55.7675,23.467,3.928,21.5285,120.0
Ecuador,Ecuador,LAC,2022,Millions,,17715000.0,-1.7185,55.7675,23.467,3.928,21.5285,220.0
Ecuador,Ecuador,LAC,2023,Units,,17775000.0,-3.481,54.332,22.591,1.988,20.651,425.0
Ecuador,Ecuador,LAC,2023,Units,,17775000.0,-3.481,54.332,22.591,1.988,20.651,152.0
Ecuador,Ecuador,LAC,2023,Millions,,17835000.0,-2.3785,54.043,23.371000000000002,-0.00649999999999995,19.566499999999998,425.0
Ecuador,Ecuador,LAC,2023,Millions,,17835000.0,-2.3785,54.043,23.371000000000002,-0.00649999999999995,19.566499999999998,152.0
Ecuador,Ecuador,LAC,2024,Units,,17901000.0,-1.276,53.754,24.151,-2.001,18.482,635.0
Ecuador,Ecuador,LAC,2024,Units,,17901000.0,-1.276,53.754,24.151,-2.001,18.482,508.0
Ecuador,Ecuador,LAC,2024,Millions,,17967000.0,-1.276,53.754,23.9565,0.6194999999999999,18.6715,635.0
Ecuador,Ecuador,LAC,2024,Millions,,17967000.0,-1.276,53.754,23.9565,0.6194999999999999,18.6715,508.0
Ecuador,Ecuador,LAC,2025,Units,,18035500.0,-1.276,53.754,23.762,3.24,18.861,794.0
Ecuador,Ecuador,LAC,2025,Units,,18035500.0,-1.276,53.754,23.762,3.24,18.861,46.0
Ecuador,Ecuador,LAC,2025,Millions,,18104000.0,-1.276,53.754,23.186,2.62,19.055500000000002,794.0
Ecuador,Ecuador,LAC,2025,Millions,,18104000.0,-1.276,53.754,23.186,2.62,19.055500000000002,46.0
Ecuador,Ecuador,LAC,2026,Units,,18174000.0,-1.276,53.754,22.61,2.0,19.25,817.0
Ecuador,Ecuador,LAC,2026,Units,,18174000.0,-1.276,53.754,22.61,2.0,19.25,33.0
Ecuador,Ecuador,LAC,2026,Millions,,18244000.0,-1.276,53.754,22.464,2.2,19.2375,817.0
Ecuador,Ecuador,LAC,2026,Millions,,18244000.0,-1.276,53.754,22.464,2.2,19.2375,33.0
Ecuador,Ecuador,LAC,2027,Units,,18315000.0,-1.276,53.754,22.318,2.4,19.225,28.0
Ecuador,Ecuador,LAC,2027,Units,,18315000.0,-1.276,53.754,22.318,2.4,19.225,832.0
Ecuador,Ecuador,LAC,2027,Millions,,18386000.0,-1.276,53.754,22.3375,2.5,19.3195,28.0
Ecuador,Ecuador,LAC,2027,Millions,,18386000.0,-1.276,53.754,22.3375,2.5,19.3195,832.0
Ecuador,Ecuador,LAC,2028,Units,,18457500.0,-1.276,53.754,22.357,2.6,19.414,22.0
Ecuador,Ecuador,LAC,2028,Units,,18457500.0,-1.276,53.754,22.357,2.6,19.414,848.0
Ecuador,Ecuador,LAC,2028,Millions,,18529000.0,-1.276,53.754,22.1255,2.7,19.2495,22.0
Ecuador,Ecuador,LAC,2028,Millions,,18529000.0,-1.276,53.754,22.1255,2.7,19.2495,848.0
Ecuador,Ecuador,LAC,2029,Units,,18600500.0,-1.276,53.754,21.894,2.8,19.085,17.0
Ecuador,Ecuador,LAC,2029,Units,,18600500.0,-1.276,53.754,21.894,2.8,19.085,863.0
Ecuador,Ecuador,LAC,2029,Millions,,18672000.0,-1.276,53.754,21.679499999999997,2.9,18.864,17.0
Ecuador,Ecuador,LAC,2029,Millions,,18672000.0,-1.276,53.754,21.679499999999997,2.9,18.864,863.0
Ecuador,Ecuador,LAC,2030,Units,,18743500.0,-1.276,53.754,21.465,3.0,18.643,878.0
Ecuador,Ecuador,LAC,2030,Units,,18743500.0,-1.276,53.754,21.465,3.0,18.643,12.0
Ecuador,Ecuador,LAC,2030,Millions,,18815000.0,-1.276,53.754,21.465,3.0,18.643,878.0
Ecuador,Ecuador,LAC,2030,Millions,,18815000.0,-1.276,53.754,21.465,3.0,18.643,12.0
"Egypt, Arab Republic of",Egypt,MEA,2022,Units,,103600000.0,-5.745,88.534,16.373,6.651,19.856,1874.0
"Egypt, Arab Republic of",Egypt,MEA,2022,Units,,103600000.0,-5.745,88.534,16.373,6.651,19.856,3197.0
"Egypt, Arab Republic of",Egypt,MEA,2022,Millions,,103600000.0,-5.7565,92.232,15.8335,5.2055,18.173000000000002,1874.0
"Egypt, Arab Republic of",Egypt,MEA,2022,Millions,,103600000.0,-5.7565,92.232,15.8335,5.2055,18.173000000000002,3197.0
"Egypt, Arab Republic of",Egypt,MEA,2023,Units,,104400000.0,-5.768,95.93,15.294,3.76,16.49,714.0
"Egypt, Arab Republic of",Egypt,MEA,2023,Units,,104400000.0,-5.768,95.93,15.294,3.76,16.49,1994.0
"Egypt, Arab Republic of",Egypt,MEA,2023,Millions,,105200000.0,-6.443,93.428,11.43,3.0795,14.7435,714.0
"Egypt, Arab Republic of",Egypt,MEA,2023,Millions,,105200000.0,-6.443,93.428,11.43,3.0795,14.7435,1994.0
"Egypt, Arab Republic of",Egypt,MEA,2024,Units,,106252000.0,-7.118,90.926,7.566,2.399,12.997,737.0
"Egypt, Arab Republic of",Egypt,MEA,2024,Units,,106252000.0,-7.118,90.926,7.566,2.399,12.997,2093.0
"Egypt, Arab Republic of",Egypt,MEA,2024,Millions,,107304000.0,-9.739,88.94800000000001,6.6895,3.3345,11.9575,737.0
"Egypt, Arab Republic of",Egypt,MEA,2024,Millions,,107304000.0,-9.739,88.94800000000001,6.6895,3.3345,11.9575,2093.0
"Egypt, Arab Republic of",Egypt,MEA,2025,Units,,108377000.0,-12.36,86.97,5.813,4.27,10.918,1225.0
"Egypt, Arab Republic of",Egypt,MEA,2025,Units,,108377000.0,-12.36,86.97,5.813,4.27,10.918,1745.0
"Egypt, Arab Republic of",Egypt,MEA,2025,Millions,,109450000.0,-11.519,85.9725,6.254,4.38,10.9635,1225.0
"Egypt, Arab Republic of",Egypt,MEA,2025,Millions,,109450000.0,-11.519,85.9725,6.254,4.38,10.9635,1745.0
"Egypt, Arab Republic of",Egypt,MEA,2026,Units,,110544500.0,-10.678,84.975,6.695,4.49,11.009,1579.0
"Egypt, Arab Republic of",Egypt,MEA,2026,Units,,110544500.0,-10.678,84.975,6.695,4.49,11.009,1601.0
"Egypt, Arab Republic of",Egypt,MEA,2026,Millions,,111639000.0,-9.377500000000001,83.67599999999999,6.869,4.579000000000001,11.2,1579.0
"Egypt, Arab Republic of",Egypt,MEA,2026,Millions,,111639000.0,-9.377500000000001,83.67599999999999,6.869,4.579000000000001,11.2,1601.0
"Egypt, Arab Republic of",Egypt,MEA,2027,Units,,112755500.0,-8.077,82.377,7.043,4.668,11.391,1415.0
"Egypt, Arab Republic of",Egypt,MEA,2027,Units,,112755500.0,-8.077,82.377,7.043,4.668,11.391,1975.0
"Egypt, Arab Republic of",Egypt,MEA,2027,Millions,,113872000.0,-6.9670000000000005,80.9455,7.2655,4.798,11.532,1415.0
"Egypt, Arab Republic of",Egypt,MEA,2027,Millions,,113872000.0,-6.9670000000000005,80.9455,7.2655,4.798,11.532,1975.0
"Egypt, Arab Republic of",Egypt,MEA,2028,Units,,115010500.0,-5.857,79.514,7.488,4.928,11.673,2114.0
"Egypt, Arab Republic of",Egypt,MEA,2028,Units,,115010500.0,-5.857,79.514,7.488,4.928,11.673,1486.0
"Egypt, Arab Republic of",Egypt,MEA,2028,Millions,,116149000.0,-5.1345,77.919,7.8955,5.0169999999999995,11.922,2114.0
"Egypt, Arab Republic of",Egypt,MEA,2028,Millions,,116149000.0,-5.1345,77.919,7.8955,5.0169999999999995,11.922,1486.0
"Egypt, Arab Republic of",Egypt,MEA,2029,Units,,117310500.0,-4.412,76.324,8.303,5.106,12.171,1250.0
"Egypt, Arab Republic of",Egypt,MEA,2029,Units,,117310500.0,-4.412,76.324,8.303,5.106,12.171,2560.0
"Egypt, Arab Republic of",Egypt,MEA,2029,Millions,,118472000.0,-3.9619999999999997,74.4315,8.607500000000002,5.2005,12.4355,1250.0
"Egypt, Arab Republic of",Egypt,MEA,2029,Millions,,118472000.0,-3.9619999999999997,74.4315,8.607500000000002,5.2005,12.4355,2560.0
"Egypt, Arab Republic of",Egypt,MEA,2030,Units,,120249000.0,-3.512,72.539,8.912,5.295,12.7,1299.0
"Egypt, Arab Republic of",Egypt,MEA,2030,Units,,120249000.0,-3.512,72.539,8.912,5.295,12.7,2721.0
"Egypt, Arab Republic of",Egypt,MEA,2030,Millions,,122026000.0,-3.512,72.539,8.912,5.295,12.7,1299.0
"Egypt, Arab Republic of",Egypt,MEA,2030,Millions,,122026000.0,-3.512,72.539,8.912,5.295,12.7,2721.0
El Salvador,El Salvador,LAC,2022,Units,,6280000.0,-2.684,83.657,17.745,2.948,24.472,
El Salvador,El Salvador,LAC,2022,Millions,,6280000.0,-3.685,84.3725,18.6715,3.2424999999999997,22.5785,
El Salvador,El Salvador,LAC,2023,Units,,6295000.0,-4.686,85.088,19.598,3.537,20.685,
El Salvador,El Salvador,LAC,2023,Millions,,6310000.0,-4.618,86.30099999999999,19.076999999999998,3.0725,20.514499999999998,
El Salvador,El Salvador,LAC,2024,Units,,6324000.0,-4.55,87.514,18.556,2.608,20.344,
El Salvador,El Salvador,LAC,2024,Millions,,6338000.0,-3.6529999999999996,87.568,19.945,2.5540000000000003,21.2375,
El Salvador,El Salvador,LAC,2025,Units,,6354000.0,-2.756,87.622,21.334,2.5,22.131,15.0
El Salvador,El Salvador,LAC,2025,Units,,6354000.0,-2.756,87.622,21.334,2.5,22.131,300.0
El Salvador,El Salvador,LAC,2025,Millions,,6370000.0,-2.3659999999999997,87.2655,20.740499999999997,2.5,22.0505,15.0
El Salvador,El Salvador,LAC,2025,Millions,,6370000.0,-2.3659999999999997,87.2655,20.740499999999997,2.5,22.0505,300.0
El Salvador,El Salvador,LAC,2026,Units,,6386000.0,-1.976,86.909,20.147,2.5,21.97,10.0
El Salvador,El Salvador,LAC,2026,Units,,6386000.0,-1.976,86.909,20.147,2.5,21.97,285.0
El Salvador,El Salvador,LAC,2026,Millions,,6402000.0,-1.827,85.772,20.418,2.75,22.046,10.0
El Salvador,El Salvador,LAC,2026,Millions,,6402000.0,-1.827,85.772,20.418,2.75,22.046,285.0
El Salvador,El Salvador,LAC,2027,Units,,6418000.0,-1.678,84.635,20.689,3.0,22.122,10.0
El Salvador,El Salvador,LAC,2027,Units,,6418000.0,-1.678,84.635,20.689,3.0,22.122,245.0
El Salvador,El Salvador,LAC,2027,Millions,,6434000.0,-1.9075,83.747,20.866500000000002,3.05,22.2665,10.0
El Salvador,El Salvador,LAC,2027,Millions,,6434000.0,-1.9075,83.747,20.866500000000002,3.05,22.2665,245.0
El Salvador,El Salvador,LAC,2028,Units,,6450000.0,-2.137,82.859,21.044,3.1,22.411,10.0
El Salvador,El Salvador,LAC,2028,Units,,6450000.0,-2.137,82.859,21.044,3.1,22.411,185.0
El Salvador,El Salvador,LAC,2028,Millions,,6466000.0,-2.0255,82.1345,21.1435,2.95,22.5225,10.0
El Salvador,El Salvador,LAC,2028,Millions,,6466000.0,-2.0255,82.1345,21.1435,2.95,22.5225,185.0
El Salvador,El Salvador,LAC,2029,Units,,6482000.0,-1.914,81.41,21.243,2.8,22.634,10.0
El Salvador,El Salvador,LAC,2029,Units,,6482000.0,-1.914,81.41,21.243,2.8,22.634,160.0
El Salvador,El Salvador,LAC,2029,Millions,,6498000.0,-1.7570000000000001,80.4515,21.4635,2.8,22.847,10.0
El Salvador,El Salvador,LAC,2029,Millions,,6498000.0,-1.7570000000000001,80.4515,21.4635,2.8,22.847,160.0
El Salvador,El Salvador,LAC,2030,Units,,6514500.0,-1.6,79.493,21.684,2.8,23.06,10.0
El Salvador,El Salvador,LAC,2030,Units,,6514500.0,-1.6,79.493,21.684,2.8,23.06,145.0
El Salvador,El Salvador,LAC,2030,Millions,,6531000.0,-1.6,79.493,21.684,2.8,23.06,10.0
El Salvador,El Salvador,LAC,2030,Millions,,6531000.0,-1.6,79.493,21.684,2.8,23.06,145.0
"Estonia, Republic of",Estonia,CEE,2022,Units,681000.0,1349000.0,-1.079,19.187,24.618,-1.226,27.728,
"Estonia, Republic of",Estonia,CEE,2022,Millions,681000.0,1349000.0,-2.1020000000000003,19.642000000000003,24.3065,-1.985,26.485,
"Estonia, Republic of",Estonia,CEE,2023,Units,690500.0,1359500.0,-3.125,20.097,23.995,-2.744,25.242,
"Estonia, Republic of",Estonia,CEE,2023,Millions,700000.0,1370000.0,-2.317,21.7515,23.6515,-1.417,24.898,
"Estonia, Republic of",Estonia,CEE,2024,Units,702000.0,1371000.0,-1.509,23.406,23.308,-0.09,24.554,
"Estonia, Republic of",Estonia,CEE,2024,Millions,704000.0,1372000.0,-1.5034999999999998,23.9095,23.741,0.19249999999999998,24.826,
"Estonia, Republic of",Estonia,CEE,2025,Units,702000.0,1373000.0,-1.498,24.413,24.174,0.475,25.098,85.0
"Estonia, Republic of",Estonia,CEE,2025,Millions,700000.0,1374000.0,-2.761,25.958,23.8515,0.9670000000000001,25.4145,85.0
"Estonia, Republic of",Estonia,CEE,2026,Units,702000.0,1373000.0,-4.024,27.503,23.529,1.459,25.731,80.0
"Estonia, Republic of",Estonia,CEE,2026,Millions,704000.0,1372000.0,-3.9074999999999998,28.875500000000002,23.503500000000003,1.65,25.6415,80.0
"Estonia, Republic of",Estonia,CEE,2027,Units,704000.0,1371000.0,-3.791,30.248,23.478,1.841,25.552,75.0
"Estonia, Republic of",Estonia,CEE,2027,Millions,704000.0,1370000.0,-3.3565,31.179000000000002,23.4645,1.8245,25.4565,75.0
"Estonia, Republic of",Estonia,CEE,2028,Units,704000.0,1369000.0,-2.922,32.11,23.451,1.808,25.361,75.0
"Estonia, Republic of",Estonia,CEE,2028,Millions,704000.0,1368000.0,-2.8515,32.9525,23.5075,1.7905,25.238500000000002,75.0
"Estonia, Republic of",Estonia,CEE,2029,Units,704000.0,1367000.0,-2.781,33.795,23.564,1.773,25.116,70.0
"Estonia, Republic of",Estonia,CEE,2029,Millions,704000.0,1366000.0,-2.7830000000000004,34.6185,23.491,1.7610000000000001,24.98,70.0
"Estonia, Republic of",Estonia,CEE,2030,Units,704000.0,1365000.0,-2.785,35.442,23.418,1.749,24.844,65.0
"Estonia, Republic of",Estonia,CEE,2030,Millions,704000.0,1364000.0,-2.785,35.442,23.418,1.749,24.844,65.0
Finland,Finland,WE,2022,Units,2618000.0,5548000.0,-0.179,74.031,24.846,0.763,27.262,35.0
Finland,Finland,WE,2022,Units,2618000.0,5548000.0,-0.179,74.031,24.846,0.763,27.262,55.0
